Date,ATM_ID,Agency,Day_of_Week,Soles_Withdrawn,Dollars_Withdrawn,Event,Holiday,Supply_Cost_Fixed,Supply_Cost_Variable,ATM_Max_Capacity_Soles,ATM_Max_Capacity_Dollars,Opportunity_Cost,Soles_Withdrawn_Lag1,Dollars_Withdrawn_Lag1,Soles_Withdrawn_Lag7,Dollars_Withdrawn_Lag7,Soles_Moving_Avg_7,Dollars_Moving_Avg_7,Total_Withdrawn,Total_Withdrawn_Lag1,Total_Withdrawn_Lag7,Total_Moving_Avg_7
6/3/2023,9,Agency_9,Saturday,24381,5532,None,0,55,29.91,68214,22826,34.02,34429,7750,68662,15683,31438.85714,8738,29913,42179,84345,40176.85714
6/4/2023,9,Agency_9,Sunday,22699,12188,Festival,0,55,34.89,68214,22826,30.2,24381,5532,28780,5978,30570.14286,9625.142857,34887,29913,34758,40195.28571
6/5/2023,9,Agency_9,Monday,57447,7692,Sports Event,1,55,65.14,68214,22826,15.98,22699,12188,33083,5399,34050.71429,9952.714286,65139,34887,38482,44003.42857
6/6/2023,9,Agency_9,Tuesday,31461,7754,Concert,1,55,39.22,68214,22826,28.93,57447,7692,26284,9675,34790.28571,9678.285714,39215,65139,35959,44468.57143
6/7/2023,9,Agency_9,Wednesday,46062,14032,Sports Event,1,55,60.1,68214,22826,17.23,31461,7754,34277,11681,36473.85714,10014.14286,60094,39215,45958,46488
6/8/2023,9,Agency_9,Thursday,24969,4428,None,1,55,29.4,68214,22826,34.5,46062,14032,38838,15151,34492.57143,8482.285714,29397,60094,53989,42974.85714
6/9/2023,9,Agency_9,Friday,39898,4450,Sports Event,1,55,44.35,68214,22826,27.02,24969,4428,34429,7750,35273.85714,8010.857143,44348,29397,42179,43284.71429
6/10/2023,9,Agency_9,Saturday,37290,14902,Concert,0,55,52.19,68214,22826,21.01,39898,4450,24381,5532,37118,9349.428571,52192,44348,29913,46467.42857
6/11/2023,9,Agency_9,Sunday,32160,5983,Sports Event,1,55,38.14,68214,22826,29.82,37290,14902,22699,12188,38469.57143,8463,38143,52192,34887,46932.57143
6/12/2023,9,Agency_9,Monday,54399,8986,Sports Event,1,55,63.39,68214,22826,16.59,32160,5983,57447,7692,38034.14286,8647.857143,63385,38143,65139,46682
6/13/2023,9,Agency_9,Tuesday,50074,11166,Festival,1,55,61.24,68214,22826,17.23,54399,8986,31461,7754,40693.14286,9135.285714,61240,63385,39215,49828.42857
6/14/2023,9,Agency_9,Wednesday,28785,9989,Festival,0,55,38.77,68214,22826,28.7,50074,11166,46062,14032,38225,8557.714286,38774,61240,60094,46782.71429
6/15/2023,9,Agency_9,Thursday,15580,5264,None,0,55,20.84,68214,22826,38.61,28785,9989,24969,4428,36883.71429,8677.142857,20844,38774,29397,45560.85714
6/16/2023,9,Agency_9,Friday,35279,5614,Concert,1,55,40.89,68214,22826,28.52,15580,5264,39898,4450,36223.85714,8843.428571,40893,20844,44348,45067.28571
6/17/2023,9,Agency_9,Saturday,39036,9885,Festival,0,55,48.92,68214,22826,23.65,35279,5614,37290,14902,36473.28571,8126.714286,48921,40893,52192,44600
6/18/2023,9,Agency_9,Sunday,44960,7979,Festival,1,55,52.94,68214,22826,22.02,39036,9885,32160,5983,38301.85714,8411.857143,52939,48921,38143,46713.71429
6/19/2023,9,Agency_9,Monday,36344,9454,None,1,55,45.8,68214,22826,25.3,44960,7979,54399,8986,35722.57143,8478.714286,45798,52939,63385,44201.28571
6/20/2023,9,Agency_9,Tuesday,48399,10445,Festival,1,55,58.84,68214,22826,18.57,36344,9454,50074,11166,35483.28571,8375.714286,58844,45798,61240,43859
6/21/2023,9,Agency_9,Wednesday,22140,21193,Sports Event,1,55,43.33,68214,22826,24.18,48399,10445,28785,9989,34534,9976.285714,43333,58844,38774,44510.28571
6/22/2023,9,Agency_9,Thursday,19694,3502,None,0,55,23.2,68214,22826,37.79,22140,21193,15580,5264,35121.71429,9724.571429,23196,43333,20844,44846.28571
6/23/2023,9,Agency_9,Friday,33126,12467,Concert,0,55,45.59,68214,22826,24.79,19694,3502,35279,5614,34814.14286,10703.57143,45593,23196,40893,45517.71429
6/24/2023,9,Agency_9,Saturday,35791,16700,Festival,0,55,52.49,68214,22826,20.5,33126,12467,39036,9885,34350.57143,11677.14286,52491,45593,48921,46027.71429
6/25/2023,9,Agency_9,Sunday,39645,5181,None,1,55,44.83,68214,22826,26.64,35791,16700,44960,7979,33591.28571,11277.42857,44826,52491,52939,44868.71429
6/26/2023,9,Agency_9,Monday,21620,9681,None,1,55,31.3,68214,22826,32.5,39645,5181,36344,9454,31487.85714,11309.85714,31301,44826,45798,42797.71429
6/27/2023,9,Agency_9,Tuesday,9654,7991,Concert,0,55,17.65,68214,22826,39.66,21620,9681,48399,10445,25952.85714,10959.28571,17645,31301,58844,36912.14286
6/28/2023,9,Agency_9,Wednesday,19267,6878,Festival,0,55,26.15,68214,22826,35.64,9654,7991,22140,21193,25542.42857,8914.285714,26145,17645,43333,34456.71429
6/29/2023,9,Agency_9,Thursday,36084,10193,Sports Event,1,55,46.28,68214,22826,24.91,19267,6878,19694,3502,27883.85714,9870.142857,46277,26145,23196,37754
6/30/2023,9,Agency_9,Friday,33614,6675,Sports Event,1,55,40.29,68214,22826,28.61,36084,10193,33126,12467,27953.57143,9042.714286,40289,46277,45593,36996.28571
7/1/2023,9,Agency_9,Saturday,49076,15895,None,1,55,64.97,68214,22826,14.42,33614,6675,35791,16700,29851.42857,8927.714286,64971,40289,52491,38779.14286
7/2/2023,9,Agency_9,Sunday,22134,14858,None,1,55,36.99,68214,22826,28.62,49076,15895,39645,5181,27349.85714,10310.14286,36992,64971,44826,37660
7/3/2023,9,Agency_9,Monday,35103,12514,Sports Event,1,55,47.62,68214,22826,23.77,22134,14858,21620,9681,29276,10714.85714,47617,36992,31301,39990.85714
7/4/2023,9,Agency_9,Tuesday,29524,6256,Festival,0,55,35.78,68214,22826,30.94,35103,12514,9654,7991,32114.57143,10467,35780,47617,17645,42581.57143
7/5/2023,9,Agency_9,Wednesday,37378,8926,Sports Event,0,55,46.31,68214,22826,25.15,29524,6256,19267,6878,34701.85714,10759.57143,46304,35780,26145,45461.42857
7/6/2023,9,Agency_9,Thursday,34353,5688,Concert,1,55,40.04,68214,22826,28.93,37378,8926,36084,10193,34454.57143,10116,40041,46304,46277,44570.57143
7/7/2023,9,Agency_9,Friday,30287,4086,Sports Event,1,55,34.37,68214,22826,32.08,34353,5688,33614,6675,33979.28571,9746.142857,34373,40041,40289,43725.42857
7/8/2023,9,Agency_9,Saturday,46942,8062,Concert,1,55,55.01,68214,22826,20.97,30287,4086,49076,15895,33674.42857,8627.142857,55004,34373,64971,42301.57143
7/9/2023,9,Agency_9,Sunday,43692,23947,Festival,1,55,67.64,68214,22826,11.48,46942,8062,22134,14858,36754.14286,9925.571429,67639,55004,36992,46679.71429
7/10/2023,9,Agency_9,Monday,50692,11745,Concert,1,55,62.44,68214,22826,16.52,43692,23947,35103,12514,38981.14286,9815.714286,62437,67639,47617,48796.85714
7/11/2023,9,Agency_9,Tuesday,19564,8759,None,0,55,28.32,68214,22826,34.17,50692,11745,29524,6256,37558.28571,10173.28571,28323,62437,35780,47731.57143
7/12/2023,9,Agency_9,Wednesday,44075,10338,Festival,1,55,54.41,68214,22826,20.81,19564,8759,37378,8926,38515,10375,54413,28323,46304,48890
7/13/2023,9,Agency_9,Thursday,16729,8101,None,1,55,24.83,68214,22826,36.05,44075,10338,34353,5688,35997.28571,10719.71429,24830,54413,40041,46717
7/14/2023,9,Agency_9,Friday,36219,6351,Sports Event,0,55,42.57,68214,22826,27.53,16729,8101,30287,4086,36844.71429,11043.28571,42570,24830,34373,47888
7/15/2023,9,Agency_9,Saturday,25747,5553,None,0,55,31.3,68214,22826,33.32,36219,6351,46942,8062,33816.85714,10684.85714,31300,42570,55004,44501.71429
7/16/2023,9,Agency_9,Sunday,44644,74,Festival,1,55,44.72,68214,22826,27.71,25747,5553,43692,23947,33952.85714,7274.428571,44718,31300,67639,41227.28571
7/17/2023,9,Agency_9,Monday,24558,9713,None,1,55,34.27,68214,22826,31.01,44644,74,50692,11745,30219.42857,6984.142857,34271,44718,62437,37203.57143
7/18/2023,9,Agency_9,Tuesday,25263,8678,Sports Event,0,55,33.94,68214,22826,31.38,24558,9713,19564,8759,31033.57143,6972.571429,33941,34271,28323,38006.14286
7/19/2023,9,Agency_9,Wednesday,24330,9724,Festival,0,55,34.05,68214,22826,31.11,25263,8678,44075,10338,28212.85714,6884.857143,34054,33941,54413,35097.71429
7/20/2023,9,Agency_9,Thursday,36888,7427,Festival,1,55,44.32,68214,22826,26.44,24330,9724,16729,8101,31092.71429,6788.571429,44315,34054,24830,37881.28571
7/21/2023,9,Agency_9,Friday,51990,16319,Sports Event,1,55,68.31,68214,22826,12.67,36888,7427,36219,6351,33345.71429,8212.571429,68309,44315,42570,41558.28571
7/22/2023,9,Agency_9,Saturday,39721,18548,Concert,1,55,58.27,68214,22826,17.24,51990,16319,25747,5553,35342,10069,58269,68309,31300,45411
7/23/2023,9,Agency_9,Sunday,53087,19442,Sports Event,1,55,72.53,68214,22826,9.93,39721,18548,44644,74,36548.14286,12835.85714,72529,58269,44718,49384
7/24/2023,9,Agency_9,Monday,17292,11922,Sports Event,0,55,29.21,68214,22826,33.09,53087,19442,24558,9713,35510.14286,13151.42857,29214,72529,34271,48661.57143
7/25/2023,9,Agency_9,Tuesday,17151,4284,None,0,55,21.43,68214,22826,38.51,17292,11922,25263,8678,34351.28571,12523.71429,21435,29214,33941,46875
7/26/2023,9,Agency_9,Wednesday,49783,9525,Sports Event,0,55,59.31,68214,22826,18.53,17151,4284,24330,9724,37987.42857,12495.28571,59308,21435,34054,50482.71429
7/27/2023,9,Agency_9,Thursday,35232,1401,Sports Event,1,55,36.63,68214,22826,31.49,49783,9525,36888,7427,37750.85714,11634.42857,36633,59308,44315,49385.28571
7/28/2023,9,Agency_9,Friday,40422,3925,Sports Event,0,55,44.35,68214,22826,27.13,35232,1401,51990,16319,36098.28571,9863.857143,44347,36633,68309,45962.14286
7/29/2023,9,Agency_9,Saturday,35057,13418,Concert,1,55,48.48,68214,22826,23.16,40422,3925,39721,18548,35432,9131,48475,44347,58269,44563
7/30/2023,9,Agency_9,Sunday,48747,14466,Sports Event,0,55,63.21,68214,22826,15.58,35057,13418,53087,19442,34812,8420.142857,63213,48475,72529,43232.14286
7/31/2023,9,Agency_9,Monday,28815,9547,Concert,0,55,38.36,68214,22826,28.99,48747,14466,17292,11922,36458.14286,8080.857143,38362,63213,29214,44539
8/1/2023,9,Agency_9,Tuesday,33146,12564,Festival,1,55,45.71,68214,22826,24.72,28815,9547,17151,4284,38743.14286,9263.714286,45710,38362,21435,48006.85714
8/2/2023,9,Agency_9,Wednesday,39713,16510,Sports Event,1,55,56.22,68214,22826,18.67,33146,12564,49783,9525,37304.57143,10261.57143,56223,45710,59308,47566.14286
8/3/2023,9,Agency_9,Thursday,24835,5987,None,0,55,30.82,68214,22826,33.48,39713,16510,35232,1401,35819.28571,10916.71429,30822,56223,36633,46736
8/4/2023,9,Agency_9,Friday,35466,15429,Sports Event,1,55,50.9,68214,22826,21.55,24835,5987,40422,3925,35111.28571,12560.14286,50895,30822,44347,47671.42857
8/5/2023,9,Agency_9,Saturday,35172,6267,Festival,0,55,41.44,68214,22826,28.11,35466,15429,35057,13418,35127.71429,11538.57143,41439,50895,48475,46666.28571
8/6/2023,9,Agency_9,Sunday,32369,11423,Festival,0,55,43.79,68214,22826,25.9,35172,6267,48747,14466,32788,11103.85714,43792,41439,63213,43891.85714
8/7/2023,9,Agency_9,Monday,36826,7874,Sports Event,0,55,44.7,68214,22826,26.16,32369,11423,28815,9547,33932.42857,10864.85714,44700,43792,38362,44797.28571
8/8/2023,9,Agency_9,Tuesday,13954,5113,None,0,55,19.07,68214,22826,39.53,36826,7874,33146,12564,31190.71429,9800.428571,19067,44700,45710,40991.14286
8/9/2023,9,Agency_9,Wednesday,30850,9130,Concert,0,55,39.98,68214,22826,28.27,13954,5113,39713,16510,29924.57143,8746.142857,39980,19067,56223,38670.71429
8/10/2023,9,Agency_9,Thursday,47968,16748,Concert,1,55,64.72,68214,22826,14.38,30850,9130,24835,5987,33229.28571,10283.42857,64716,39980,30822,43512.71429
8/11/2023,9,Agency_9,Friday,33204,8965,Sports Event,1,55,42.17,68214,22826,27.21,47968,16748,35466,15429,32906.14286,9360,42169,64716,50895,42266.14286
8/12/2023,9,Agency_9,Saturday,34629,19792,Sports Event,1,55,54.42,68214,22826,18.92,33204,8965,35172,6267,32828.57143,11292.14286,54421,42169,41439,44120.71429
8/13/2023,9,Agency_9,Sunday,32692,5679,None,0,55,38.37,68214,22826,29.76,34629,19792,32369,11423,32874.71429,10471.57143,38371,54421,43792,43346.28571
8/14/2023,9,Agency_9,Monday,36644,18880,Concert,1,55,55.52,68214,22826,18.55,32692,5679,36826,7874,32848.71429,12043.85714,55524,38371,44700,44892.57143
8/15/2023,9,Agency_9,Tuesday,33790,9982,Concert,0,55,43.77,68214,22826,26.2,36644,18880,13954,5113,35682.42857,12739.42857,43772,55524,19067,48421.85714
8/16/2023,9,Agency_9,Wednesday,27387,15129,Festival,1,55,42.52,68214,22826,25.8,33790,9982,30850,9130,35187.71429,13596.42857,42516,43772,39980,48784.14286
8/17/2023,9,Agency_9,Thursday,23031,4642,Concert,0,55,27.67,68214,22826,35.32,27387,15129,47968,16748,31625.28571,11867,27673,42516,64716,43492.28571
8/18/2023,9,Agency_9,Friday,27399,6507,Sports Event,0,55,33.91,68214,22826,31.83,23031,4642,33204,8965,30796,11515.85714,33906,27673,42169,42311.85714
8/19/2023,9,Agency_9,Saturday,22670,2753,None,0,55,25.42,68214,22826,36.82,27399,6507,34629,19792,29087.57143,9081.714286,25423,33906,54421,38169.28571
8/20/2023,9,Agency_9,Sunday,58017,22446,Festival,1,55,80.46,68214,22826,5.36,22670,2753,32692,5679,32705.42857,11477,80463,25423,38371,44182.42857
8/21/2023,9,Agency_9,Monday,13341,9738,None,1,55,23.08,68214,22826,36.6,58017,22446,36644,18880,29376.42857,10171,23079,80463,55524,39547.42857
8/22/2023,9,Agency_9,Tuesday,23920,11412,Festival,0,55,35.33,68214,22826,30.14,13341,9738,33790,9982,27966.42857,10375.28571,35332,23079,43772,38341.71429
8/23/2023,9,Agency_9,Wednesday,29485,8596,Sports Event,0,55,38.08,68214,22826,29.32,23920,11412,27387,15129,28266.14286,9442,38081,35332,42516,37708.14286
8/24/2023,9,Agency_9,Thursday,28611,12620,Concert,0,55,41.23,68214,22826,26.95,29485,8596,23031,4642,29063.28571,10581.71429,41231,38081,27673,39645
8/25/2023,9,Agency_9,Friday,17942,8701,None,1,55,26.64,68214,22826,35.02,28611,12620,27399,6507,27712.28571,10895.14286,26643,41231,33906,38607.42857
8/26/2023,9,Agency_9,Saturday,45910,14214,Sports Event,0,55,60.13,68214,22826,17.18,17942,8701,22670,2753,31032.28571,12532.42857,60124,26643,25423,43564.71429
8/27/2023,9,Agency_9,Sunday,56921,8711,Concert,0,55,65.63,68214,22826,15.53,45910,14214,58017,22446,30875.71429,10570.28571,65632,60124,80463,41446
8/28/2023,9,Agency_9,Monday,48332,11393,Festival,1,55,59.73,68214,22826,17.94,56921,8711,13341,9738,35874.42857,10806.71429,59725,65632,23079,46681.14286
8/29/2023,9,Agency_9,Tuesday,39250,8472,Sports Event,0,55,47.72,68214,22826,24.53,48332,11393,23920,11412,38064.42857,10386.71429,47722,59725,35332,48451.14286
8/30/2023,9,Agency_9,Wednesday,27090,12940,Sports Event,0,55,40.03,68214,22826,27.48,39250,8472,29485,8596,37722.28571,11007.28571,40030,47722,38081,48729.57143
8/31/2023,9,Agency_9,Thursday,26313,3695,Concert,0,55,30.01,68214,22826,34.34,27090,12940,28611,12620,37394,9732.285714,30008,40030,41231,47126.28571
9/1/2023,9,Agency_9,Friday,26122,10604,Concert,0,55,36.73,68214,22826,29.6,26313,3695,17942,8701,38562.57143,10004.14286,36726,30008,26643,48566.71429
9/2/2023,9,Agency_9,Saturday,63086,16156,Festival,1,55,79.24,68214,22826,7.23,26122,10604,45910,14214,41016.28571,10281.57143,79242,36726,60124,51297.85714
9/3/2023,9,Agency_9,Sunday,62220,7063,Sports Event,1,55,69.28,68214,22826,14.03,63086,16156,56921,8711,41773.28571,10046.14286,69283,79242,65632,51819.42857
9/4/2023,9,Agency_9,Monday,23117,6190,None,1,55,29.31,68214,22826,34.19,62220,7063,48332,11393,38171.14286,9302.857143,29307,69283,59725,47474
9/5/2023,9,Agency_9,Tuesday,29140,8785,Festival,0,55,37.93,68214,22826,29.37,23117,6190,39250,8472,36726.85714,9347.571429,37925,29307,47722,46074.42857
9/6/2023,9,Agency_9,Wednesday,45735,9781,Festival,1,55,55.52,68214,22826,20.37,29140,8785,27090,12940,39390.42857,8896.285714,55516,37925,40030,48286.71429
9/7/2023,9,Agency_9,Thursday,31042,8345,Sports Event,0,55,39.39,68214,22826,28.72,45735,9781,26313,3695,40066,9560.571429,39387,55516,30008,49626.57143
9/8/2023,9,Agency_9,Friday,23055,8112,Festival,0,55,31.17,68214,22826,32.88,31042,8345,26122,10604,39627.85714,9204.571429,31167,39387,36726,48832.42857
9/9/2023,9,Agency_9,Saturday,45117,14445,Festival,1,55,59.56,68214,22826,17.41,23055,8112,63086,16156,37060.85714,8960.142857,59562,31167,79242,46021
9/10/2023,9,Agency_9,Sunday,47169,15937,Festival,1,55,63.11,68214,22826,15.34,45117,14445,62220,7063,34910.71429,10227.85714,63106,59562,69283,45138.57143
9/11/2023,9,Agency_9,Monday,17838,7545,None,0,55,25.38,68214,22826,35.88,47169,15937,23117,6190,34156.57143,10421.42857,25383,63106,29307,44578
9/12/2023,9,Agency_9,Tuesday,14152,3558,None,0,55,17.71,68214,22826,40.52,17838,7545,29140,8785,32015.42857,9674.714286,17710,25383,37925,41690.14286
9/13/2023,9,Agency_9,Wednesday,66103,6959,Festival,1,55,73.06,68214,22826,12.16,14152,3558,45735,9781,34925.14286,9271.571429,73062,17710,55516,44196.71429
9/14/2023,9,Agency_9,Thursday,25800,15393,Festival,1,55,41.19,68214,22826,26.41,66103,6959,31042,8345,34176.28571,10278.42857,41193,73062,39387,44454.71429
9/15/2023,9,Agency_9,Friday,9614,4529,None,0,55,14.14,68214,22826,42.11,25800,15393,23055,8112,32256.14286,9766.571429,14143,41193,31167,42022.71429
9/16/2023,9,Agency_9,Saturday,71905,5909,Sports Event,1,55,77.82,68214,22826,10,9614,4529,45117,14445,36083,8547.142857,77814,14143,59562,44630.14286
9/17/2023,9,Agency_9,Sunday,15740,3641,None,1,55,19.38,68214,22826,39.67,71905,5909,47169,15937,31593.14286,6790.571429,19381,77814,63106,38383.71429
9/18/2023,9,Agency_9,Monday,47757,17252,Festival,1,55,65.01,68214,22826,14.13,15740,3641,17838,7545,35867.28571,8177.285714,65009,19381,25383,44044.57143
9/19/2023,9,Agency_9,Tuesday,17437,6366,None,0,55,23.8,68214,22826,36.91,47757,17252,14152,3558,36336.57143,8578.428571,23803,65009,17710,44915
9/20/2023,9,Agency_9,Wednesday,40426,14575,Festival,0,55,55,68214,22826,19.67,17437,6366,66103,6959,32668.42857,9666.428571,55001,23803,73062,42334.85714
9/21/2023,9,Agency_9,Thursday,36597,944,Concert,1,55,37.54,68214,22826,31.12,40426,14575,25800,15393,34210.85714,7602.285714,37541,55001,41193,41813.14286
9/22/2023,9,Agency_9,Friday,30995,9867,Festival,1,55,40.86,68214,22826,27.68,36597,944,9614,4529,37265.28571,8364.857143,40862,37541,14143,45630.14286
9/23/2023,9,Agency_9,Saturday,29179,8415,None,1,55,37.6,68214,22826,29.6,30995,9867,71905,5909,31161.57143,8722.857143,37594,40862,77814,39884.42857
9/24/2023,9,Agency_9,Sunday,39926,13737,None,1,55,53.66,68214,22826,20.51,29179,8415,15740,3641,34616.71429,10165.14286,53663,37594,19381,44781.85714
9/25/2023,9,Agency_9,Monday,37324,17126,Sports Event,1,55,54.45,68214,22826,19.43,39926,13737,47757,17252,33126.28571,10147.14286,54450,53663,65009,43273.42857
9/26/2023,9,Agency_9,Tuesday,42486,12207,Festival,1,55,54.69,68214,22826,20.3,37324,17126,17437,6366,36704.71429,10981.57143,54693,54450,23803,47686.28571
9/27/2023,9,Agency_9,Wednesday,24532,5144,None,0,55,29.68,68214,22826,34.22,42486,12207,40426,14575,34434.14286,9634.285714,29676,54693,55001,44068.42857
9/28/2023,9,Agency_9,Thursday,45433,3609,Festival,0,55,49.04,68214,22826,24.84,24532,5144,36597,944,35696.42857,10015,49042,29676,37541,45711.42857
9/29/2023,9,Agency_9,Friday,33976,11295,Festival,1,55,45.27,68214,22826,25.19,45433,3609,30995,9867,36122.28571,10219,45271,49042,40862,46341.28571
9/30/2023,9,Agency_9,Saturday,51940,23313,Festival,1,55,75.25,68214,22826,7.8,33976,11295,29179,8415,39373.85714,12347.28571,75253,45271,37594,51721.14286
10/1/2023,9,Agency_9,Sunday,23853,2801,None,0,55,26.66,68214,22826,36.2,51940,23313,39926,13737,37077.71429,10785,26654,75253,53663,47862.71429
10/2/2023,9,Agency_9,Monday,47213,15491,Concert,1,55,62.7,68214,22826,15.63,23853,2801,37324,17126,38490.42857,10551.42857,62704,26654,54450,49041.85714
10/3/2023,9,Agency_9,Tuesday,15435,8486,Concert,0,55,23.92,68214,22826,36.43,47213,15491,42486,12207,34626,10019.85714,23921,62704,54693,44645.85714
10/4/2023,9,Agency_9,Wednesday,18073,6239,Sports Event,0,55,24.31,68214,22826,36.68,15435,8486,24532,5144,33703.28571,10176.28571,24312,23921,29676,43879.57143
10/5/2023,9,Agency_9,Thursday,30195,15750,Festival,1,55,45.95,68214,22826,23.96,18073,6239,45433,3609,31526.42857,11910.71429,45945,24312,49042,43437.14286
10/6/2023,9,Agency_9,Friday,20584,2428,None,0,55,23.01,68214,22826,38.09,30195,15750,33976,11295,29613.28571,10644,23012,45945,45271,40257.28571
10/7/2023,9,Agency_9,Saturday,43920,4711,Concert,0,55,48.63,68214,22826,24.83,20584,2428,51940,23313,28467.57143,7986.571429,48631,23012,75253,36454.14286
10/8/2023,9,Agency_9,Sunday,50661,10429,Concert,1,55,61.09,68214,22826,17.45,43920,4711,23853,2801,32297.28571,9076.285714,61090,48631,26654,41373.57143
10/9/2023,9,Agency_9,Monday,35433,14299,Festival,1,55,49.73,68214,22826,22.36,50661,10429,47213,15491,30614.42857,8906,49732,61090,62704,39520.42857
10/10/2023,9,Agency_9,Tuesday,33910,13044,Sports Event,0,55,46.95,68214,22826,24,35433,14299,15435,8486,33253.71429,9557.142857,46954,49732,23921,42810.85714
10/11/2023,9,Agency_9,Wednesday,29382,9540,Festival,0,55,38.92,68214,22826,28.72,33910,13044,18073,6239,34869.28571,10028.71429,38922,46954,24312,44898
10/12/2023,9,Agency_9,Thursday,34731,12763,Festival,1,55,47.5,68214,22826,23.78,29382,9540,30195,15750,35517.28571,9602,47494,38922,45945,45119.28571
10/13/2023,9,Agency_9,Friday,33295,8165,Concert,0,55,41.46,68214,22826,27.72,34731,12763,20584,2428,37333.14286,10421.57143,41460,47494,23012,47754.71429
10/14/2023,9,Agency_9,Saturday,25695,17518,Sports Event,1,55,43.21,68214,22826,24.97,33295,8165,43920,4711,34729.57143,12251.14286,43213,41460,48631,46980.71429
10/15/2023,9,Agency_9,Sunday,51063,11259,Concert,1,55,62.32,68214,22826,16.67,25695,17518,50661,10429,34787,12369.71429,62322,43213,61090,47156.71429
10/16/2023,9,Agency_9,Monday,20367,13516,Sports Event,0,55,33.88,68214,22826,30.44,51063,11259,35433,14299,32634.71429,12257.85714,33883,62322,49732,44892.57143
10/17/2023,9,Agency_9,Tuesday,22457,4541,None,0,55,27,68214,22826,35.68,20367,13516,33910,13044,30998.57143,11043.14286,26998,33883,46954,42041.71429
10/18/2023,9,Agency_9,Wednesday,21471,5705,Concert,0,55,27.18,68214,22826,35.36,22457,4541,29382,9540,29868.42857,10495.28571,27176,26998,38922,40363.71429
10/19/2023,9,Agency_9,Thursday,39768,8967,Sports Event,0,55,48.74,68214,22826,23.92,21471,5705,34731,12763,30588,9953,48735,27176,47494,40541
10/20/2023,9,Agency_9,Friday,25870,10232,Festival,0,55,36.1,68214,22826,29.99,39768,8967,33295,8165,29527.28571,10248.28571,36102,48735,41460,39775.57143
10/21/2023,9,Agency_9,Saturday,24847,14561,None,1,55,39.41,68214,22826,27.47,25870,10232,25695,17518,29406.14286,9825.857143,39408,36102,43213,39232
10/22/2023,9,Agency_9,Sunday,62627,12580,Sports Event,1,55,75.21,68214,22826,9.97,24847,14561,51063,11259,31058.14286,10014.57143,75207,39408,62322,41072.71429
10/23/2023,9,Agency_9,Monday,25284,0,Concert,0,55,25.28,68214,22826,37.44,62627,12580,20367,13516,31760.57143,8083.714286,25284,75207,33883,39844.28571
10/24/2023,9,Agency_9,Tuesday,18888,3945,Festival,0,55,22.83,68214,22826,37.88,25284,0,22457,4541,31250.71429,7998.571429,22833,25284,26998,39249.28571
10/25/2023,9,Agency_9,Wednesday,20675,4347,None,0,55,25.02,68214,22826,36.7,18888,3945,21471,5705,31137,7804.571429,25022,22833,27176,38941.57143
10/26/2023,9,Agency_9,Thursday,25882,10560,Sports Event,1,55,36.44,68214,22826,29.75,20675,4347,39768,8967,29153.28571,8032.142857,36442,25022,48735,37185.42857
10/27/2023,9,Agency_9,Friday,33789,10293,Sports Event,0,55,44.08,68214,22826,25.99,25882,10560,25870,10232,30284.57143,8040.857143,44082,36442,36102,38325.42857
10/28/2023,9,Agency_9,Saturday,18901,10482,Concert,0,55,29.38,68214,22826,33.3,33789,10293,24847,14561,29435.14286,7458.142857,29383,44082,39408,36893.28571
10/29/2023,9,Agency_9,Sunday,30614,21048,Concert,1,55,51.66,68214,22826,20.04,18901,10482,62627,12580,24861.85714,8667.857143,51662,29383,75207,33529.71429
10/30/2023,9,Agency_9,Monday,46644,7623,Festival,1,55,54.27,68214,22826,21.43,30614,21048,25284,0,27913.28571,9756.857143,54267,51662,25284,37670.14286
10/31/2023,9,Agency_9,Tuesday,24253,6930,Sports Event,0,55,31.18,68214,22826,33.11,46644,7623,18888,3945,28679.71429,10183.28571,31183,54267,22833,38863
11/1/2023,9,Agency_9,Wednesday,13104,9640,Sports Event,0,55,22.74,68214,22826,36.78,24253,6930,20675,4347,27598.14286,10939.42857,22744,31183,25022,38537.57143
11/2/2023,9,Agency_9,Thursday,36338,16517,Concert,1,55,52.86,68214,22826,20.35,13104,9640,25882,10560,29091.85714,11790.42857,52855,22744,36442,40882.28571
11/3/2023,9,Agency_9,Friday,28288,8951,Concert,1,55,37.24,68214,22826,29.68,36338,16517,33789,10293,28306,11598.71429,37239,52855,44082,39904.71429
11/4/2023,9,Agency_9,Saturday,29172,9254,Concert,1,55,38.43,68214,22826,29.02,28288,8951,18901,10482,29773.28571,11423.28571,38426,37239,29383,41196.57143
11/5/2023,9,Agency_9,Sunday,25362,15450,Concert,0,55,40.81,68214,22826,26.59,29172,9254,30614,21048,29023,10623.57143,40812,38426,51662,39646.57143
11/6/2023,9,Agency_9,Monday,32190,12490,Festival,1,55,44.68,68214,22826,25.25,25362,15450,46644,7623,26958.14286,11318.85714,44680,40812,54267,38277
11/7/2023,9,Agency_9,Tuesday,35287,5857,Concert,1,55,41.14,68214,22826,28.34,32190,12490,24253,6930,28534.42857,11165.57143,41144,44680,31183,39700
11/8/2023,9,Agency_9,Wednesday,37358,14751,Concert,1,55,52.11,68214,22826,21.08,35287,5857,13104,9640,31999.28571,11895.71429,52109,41144,22744,43895
11/9/2023,9,Agency_9,Thursday,20941,11250,Sports Event,0,55,32.19,68214,22826,31.74,37358,14751,36338,16517,29799.71429,11143.28571,32191,52109,52855,40943
